kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_parm_prov,koi_model_snr,koi_count,koi_tce_plnt_num,koi_tce_delivname,koi_trans_mod,koi_model_chisq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec
2441728,K01000.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---HALO_GHOST,0.856895349,0,0.5540,1.30780,8.22E+01,0.008640,2.02187,LS+MCMC,0.82,0.0174,82.56,1881.0,2960.82,4.280000,q1_q17_dr25_koi,33.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6021.00,4.537,-0.3400,0.8730,0.9580,,q1_q17_dr25_stellar,291.074460,37.744389
2442084,K06273.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,49.788613011,0,0.7530,7.41807,2.1922E+05,0.550315,2.56065,LS+MCMC,32.57,0.2167,89.38,271.0,1.28,69.489000,q1_q17_dr25_koi,1566.80,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,3892.00,4.708,-0.1000,0.5420,0.5460,,q1_q17_dr25_stellar,291.160100,37.761101
2442359,K03997.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,0.552834211,0,1.0450,1.28870,1.457E+02,0.062550,0.11379,LS+MCMC,18.09,0.0141,31.45,3107.0,21895.36,1.225000,q1_q17_dr25_koi,30.00,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5132.00,3.675,-0.0800,2.6480,1.2110,,q1_q17_dr25_stellar,291.223180,37.781551
2442448,K02812.01,Kepler-1354 b,CONFIRMED,Done,CANDIDATE,0.9970,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,76.613944600,0,0.8510,10.22000,4.987E+02,0.023228,0.11129,LS+MCMC,2.61,0.3521,88.50,466.0,11.12,32.600000,q1_q17_dr25_koi,28.60,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6173.00,4.408,-0.2800,1.0300,0.9880,,q1_q17_dr25_stellar,291.245180,37.759060
2443393,K02603.01,,CANDIDATE,Done,CANDIDATE,0.8840,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,73.711039000,0,0.2840,10.06200,1.367E+02,0.010817,0.55749,LS+MCMC,1.77,0.3741,89.70,563.0,23.81,54.300000,q1_q17_dr25_koi,21.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6374.00,4.193,0.1000,1.5020,1.2840,,q1_q17_dr25_stellar,291.457550,37.742935
2444412,K00103.01,Kepler-1710 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,14.910951770,0,0.0140,3.32500,8.645E+02,0.026641,3.70254,LS+MCMC,2.62,0.1159,89.98,694.0,54.87,35.174000,q1_q17_dr25_koi,116.90,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5650.00,4.500,-0.0400,0.8990,0.9320,,q1_q17_dr25_stellar,291.683350,37.751591
2445129,K00793.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST,10.318723010,0,1.2150,3.83600,8.717E+02,0.247006,0.03681,LS+MCMC,28.59,0.0944,78.15,876.0,139.26,5.920000,q1_q17_dr25_koi,38.20,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5927.00,4.409,0.0700,1.0600,1.0500,,q1_q17_dr25_stellar,291.848910,37.713501
2445134,K05983.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0010,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_ALT---HAS_SEC_TCE---CENT_NOFITS,8.412008943,0,0.5390,5.41096,1.3611E+05,0.354243,0.86350,LS+MCMC,50.83,0.0825,87.91,1100.0,345.76,14.782100,q1_q17_dr25_koi,5696.20,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6247.00,4.225,-0.2000,1.3140,1.0570,,q1_q17_dr25_stellar,291.849700,37.738621
2445154,K01023.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---EPHEM_MATCH,8.412006900,0,0.0220,3.92300,8.196E+02,0.025159,1.26754,LS+MCMC,1.71,0.0703,89.93,590.0,28.69,16.800000,q1_q17_dr25_koi,39.70,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4502.00,4.668,-0.2600,0.6210,0.6620,,q1_q17_dr25_stellar,291.853820,37.741920
2445975,K00053.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_ODDEVEN_DV---CENT_UNRESOLVED_OFFSET,3.388887193,0,0.3870,2.44750,1.1268E+04,0.098136,2.13082,LS+MCMC,10.72,0.0442,87.97,1212.0,511.30,10.900000,q1_q17_dr25_koi,162.90,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5780.00,4.438,0.0000,1.0000,1.0000,,Solar,292.030910,37.773529
2446113,K00379.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0730,0,0,1,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,6.717256480,0,0.1630,2.52070,2.727E+02,0.015135,3.56213,LS+MCMC,2.78,0.0757,89.54,1264.0,603.71,20.410000,q1_q17_dr25_koi,49.10,2,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6078.00,4.094,0.1400,1.6830,1.2850,,q1_q17_dr25_stellar,292.056760,37.776192
2446113,K00379.02,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,23.137591900,0,0.4290,3.35000,1.14E+02,0.009941,3.96978,LS+MCMC,1.83,0.1728,89.49,837.0,115.86,48.300000,q1_q17_dr25_koi,12.90,2,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6078.00,4.094,0.1400,1.6830,1.2850,,q1_q17_dr25_stellar,292.056760,37.776192
2446134,K07632.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.2730,1,0,0,0,q1_q17_dr25_sup_koi,MOD_NONUNIQ_ALT,39.130708600,0,0.0130,2.29500,2.01E+02,0.013050,28.37311,LS+MCMC,1.54,0.2309,89.99,600.0,30.75,131.900000,q1_q17_dr25_koi,7.40,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6295.00,4.401,-0.1600,1.0800,1.0650,,q1_q17_dr25_stellar,292.060820,37.770191
2446623,K03674.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,175.065860910,0,1.1490,4.51810,4.5134E+04,0.454277,11.33013,LS+MCMC,40.63,0.5936,89.75,312.0,2.24,263.800000,q1_q17_dr25_koi,320.60,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6021.00,4.570,-0.5000,0.8190,0.9220,,q1_q17_dr25_stellar,292.165280,37.794048
2449053,K07633.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_ALT---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,0.739753450,0,0.5250,4.20000,4.818E+02,0.020433,0.09411,LS+MCMC,2.09,0.0153,67.89,1818.0,2580.00,1.396000,q1_q17_dr25_koi,86.20,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5271.00,4.436,0.2100,0.9350,0.8690,,q1_q17_dr25_stellar,292.689850,37.774361
2449074,K00378.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---EPHEM_MATCH,4.944021970,0,1.1570,4.06200,3.633E+02,0.177335,0.00980,LS+MCMC,32.92,0.0594,60.24,1419.0,958.29,2.330000,q1_q17_dr25_koi,33.00,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6013.00,4.035,0.0200,1.7000,1.1410,,q1_q17_dr25_stellar,292.693300,37.705513
2449090,K03702.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_KIC_POS,4.944046127,0,0.9640,4.50334,1.125E+05,0.497120,0.70147,LS+MCMC,54.29,0.0569,84.28,1069.0,308.53,9.678000,q1_q17_dr25_koi,537.20,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5780.00,4.438,0.0000,1.0000,1.0000,,Solar,292.696290,37.707237
2449101,K04236.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,0,1,1,1,q1_q17_dr25_sup_koi,SIG_SEC_IN_DV_MODEL_SHIFT---CLEAR_APO---PARENT_IS_002449084-pri,0.739761008,0,1.2359,7.58900,2.921E+02,0.253101,0.06817,MCMC,9.67,0.0113,9.74,839.0,117.05,1.254000,q1_q17_dr24_koi,34.70,1,1,q1_q17_dr24_tce,Mandel and Agol (2002 ApJ 580 171),,3417.00,4.900,0.0000,0.3500,0.3540,,stellar_q1_q16,292.698550,37.778481
2449245,K06274.01,,CANDIDATE,Done,CANDIDATE,0.9970,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,18.177292700,0,0.0390,4.70300,2.131E+02,0.013378,1.53164,LS+MCMC,1.50,0.1395,89.93,737.0,69.62,29.910000,q1_q17_dr25_koi,7.90,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6158.00,4.455,-0.0600,1.0260,1.0920,,q1_q17_dr25_stellar,292.730260,37.787182
2449431,K02009.01,,CANDIDATE,Done,CANDIDATE,0.9360,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,86.749080700,0,0.0030,9.17900,5.471E+02,0.021098,1.00742,LS+MCMC,2.23,0.3706,90.00,398.0,5.94,73.730000,q1_q17_dr25_koi,35.70,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5579.00,4.419,0.0000,0.9700,0.9010,,q1_q17_dr25_stellar,292.773990,37.797691
2450716,K06275.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,0,1,1,0,q1_q17_dr25_sup_koi,SIG_SEC_IN_DV_MODEL_SHIFT---CLEAR_APO,1.386079730,0,0.0198,8.70000,6.46E+01,0.007212,0.02565,MCMC,0.60,0.0225,89.38,1356.0,798.80,1.376000,q1_q17_dr24_koi,2.80,1,1,q1_q17_dr24_tce,Mandel and Agol (2002 ApJ 580 171),,5261.00,4.562,-0.2200,0.7680,0.7840,,stellar_q1_q17,293.070980,37.710899
2452289,K04942.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,0,0,1,0,q1_q17_dr25_sup_koi,CLEAR_APO,6.035364300,0,0.7070,9.21100,4.72E+01,0.006730,0.02588,MCMC,1.88,0.0788,79.07,1852.0,2779.94,3.680000,q1_q17_dr24_koi,23.40,1,1,q1_q17_dr24_tce,Mandel and Agol (2002 ApJ 580 171),,7377.00,3.876,-0.0800,2.5520,1.7840,,stellar_q1_q16,293.413910,37.799492
2452440,K03687.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---SEASONAL_DEPTH_DV---SEASONAL_DEPTH_ALT---CENT_KIC_POS,8.097050622,0,0.5920,5.67360,6.562E+04,0.245958,0.49695,LS+MCMC,24.01,0.0724,87.17,891.0,149.48,11.987000,q1_q17_dr25_koi,404.90,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5753.00,4.423,-0.5600,0.8940,0.7710,,q1_q17_dr25_stellar,293.446870,37.721210
2452450,K00380.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_ALT---SEASONAL_DEPTH_ALT---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,8.097058300,0,0.9590,5.69900,6.807E+02,0.030415,0.02141,LS+MCMC,4.83,0.0845,76.81,1203.0,495.31,4.202000,q1_q17_dr25_koi,76.40,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6573.00,4.200,-0.2000,1.4550,1.2300,,q1_q17_dr25_stellar,293.448790,37.722641
2554853,K04911.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,309.494217000,0,0.0542,13.71600,2.92E+02,0.015842,1.05597,MCMC,2.79,0.9402,89.95,399.0,6.01,174.860000,q1_q16_koi,14.50,1,,,Mandel and Agol (2002 ApJ 580 171),,6908.00,4.085,-0.5600,1.6140,1.1550,,stellar_q1_q16,286.027500,37.894470
2555080,K04943.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,15.202442600,0,0.3240,8.11000,8.34E+02,0.025230,0.21344,MCMC,113.97,0.1463,88.81,2955.0,18026.22,13.760000,q1_q16_koi,4.00,1,1,q1_q16_tce,Mandel and Agol (2002 ApJ 580 171),,3984.00,1.461,0.2000,41.3670,1.8030,,stellar_q1_q16,286.094700,37.846722
2556650,K02156.01,Kepler-1124 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.852348262,0,0.2950,0.70510,1.4029E+03,0.035061,67.07426,LS+MCMC,1.66,0.0305,89.45,621.0,34.95,30.700000,q1_q17_dr25_koi,33.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,3731.00,4.830,-0.2800,0.4330,0.4630,,q1_q17_dr25_stellar,286.594270,37.891258
2557350,K06276.01,,CANDIDATE,Done,CANDIDATE,0.9600,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.098728340,0,0.1330,1.89000,2.48E+02,0.014297,3.95008,LS+MCMC,0.64,0.0313,89.39,579.0,26.60,12.610000,q1_q17_dr25_koi,10.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,3628.00,4.842,-0.2000,0.4100,0.4270,,q1_q17_dr25_stellar,286.819150,37.859009
2557430,K06277.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_SATURATED,0.648868342,0,1.1720,2.82428,3.477E+04,0.434552,0.32303,LS+MCMC,72.32,0.0152,52.61,2882.0,16368.52,1.930000,q1_q17_dr25_koi,477.00,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6531.00,4.120,-0.3400,1.5240,1.1170,,q1_q17_dr25_stellar,286.845280,37.815891
2557816,K00488.01,Kepler-575 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,9.378916700,0,0.6710,3.34270,5.635E+02,0.023007,0.97711,LS+MCMC,2.03,0.0788,87.68,803.0,98.22,16.560000,q1_q17_dr25_koi,42.60,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5684.00,4.493,-0.6600,0.8080,0.7410,,q1_q17_dr25_stellar,286.963900,37.829708
2558163,K04655.01,,CANDIDATE,Done,CANDIDATE,0.9610,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,17.543847000,0,0.5790,5.94800,1.963E+02,0.013357,0.40577,LS+MCMC,1.15,0.1260,88.23,658.0,44.42,18.760000,q1_q17_dr25_koi,9.90,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5957.00,4.579,-0.6000,0.7910,0.8650,,q1_q17_dr25_stellar,287.065340,37.899479
2558363,K01021.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---EPHEM_MATCH,0.546248550,0,1.2150,2.05430,6.397E+02,0.242745,0.15067,LS+MCMC,18.93,0.0121,24.42,1837.0,2677.36,1.334000,q1_q17_dr25_koi,42.90,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5414.00,4.625,-0.4400,0.7140,0.7920,,q1_q17_dr25_stellar,287.133880,37.839260
2558370,K03855.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---CENT_KIC_POS,0.546248198,0,0.9460,2.10810,1.1453E+05,0.496587,1.08368,LS+MCMC,54.23,0.0131,68.45,2227.0,5820.72,2.580000,q1_q17_dr25_koi,263.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5780.00,4.438,0.0000,1.0000,1.0000,,Solar,287.135960,37.838306
2568971,K06278.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,0,q1_q17_dr25_sup_koi,LPP_DV---CENT_UNRESOLVED_OFFSET,5.088582739,0,1.1950,7.60660,4.489E+02,0.215545,0.00334,LS,46.02,0.0674,43.96,1786.0,2400.30,1.659692,q1_q17_dr25_koi,40.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,7514.00,4.052,-0.2000,1.9550,1.5710,,q1_q17_dr25_stellar,290.108830,37.845211
2569488,K04944.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,PLANET_IN_STAR---CENT_RESOLVED_OFFSET---EPHEM_MATCH,1.523278070,0,0.0260,3.81300,9.242E+02,0.026486,0.26437,LS+MCMC,22.88,0.0258,89.53,3461.0,33813.44,3.189000,q1_q17_dr25_koi,78.50,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4477.00,2.633,0.2200,7.9120,0.9810,,q1_q17_dr25_stellar,290.178070,37.852039
2569494,K03704.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---MOD_SEC_ALT---SEASONAL_DEPTH_DV---CENT_KIC_POS,1.523298835,0,0.4100,5.90830,1.9507E+05,0.411842,0.18071,LS+MCMC,38.95,0.0241,81.62,1404.0,919.42,2.809000,q1_q17_dr25_koi,174.40,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5311.00,4.469,-0.0800,0.8660,0.8040,,q1_q17_dr25_stellar,290.178830,37.848949
2569516,K04945.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,0,q1_q17_dr25_sup_koi,INDIV_TRANS_SKYE_ZUMA---CENT_RESOLVED_OFFSET---HALO_GHOST,45.582711900,0,0.2530,3.19300,7.65E+01,0.008166,10.97486,LS+MCMC,2.42,0.3045,89.86,957.0,198.31,106.400000,q1_q17_dr25_koi,9.60,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,7266.00,3.828,-0.0800,2.7150,1.8070,,q1_q17_dr25_stellar,290.182400,37.818760
2569995,K07634.01,,CANDIDATE,Done,CANDIDATE,0.0000,0,0,0,0,q1_q17_dr25_sup_koi,DEPTH_ODDEVEN_DV---DEPTH_ODDEVEN_ALT---CENT_FEW_DIFFS,80.840690000,0,0.0030,8.56700,9.326E+03,0.086650,1.39147,LS+MCMC,15.11,0.3768,90.00,500.0,14.83,78.340000,q1_q17_dr25_koi,21.60,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5511.00,4.069,0.4600,1.5970,1.0890,,q1_q17_dr25_stellar,290.229250,37.840961
2570432,K04946.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0610,0,0,1,0,q1_q17_dr25_sup_koi,CENT_KIC_POS---HALO_GHOST,1.891401380,0,1.2220,9.52000,5.576E+02,0.246923,0.01130,LS+MCMC,25.67,0.0296,18.50,1377.0,849.60,1.288000,q1_q17_dr25_koi,12.40,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5504.00,4.466,0.2400,0.9520,0.9680,,q1_q17_dr25_stellar,290.280790,37.882172
2570505,K06279.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,CENT_KIC_POS---HALO_GHOST---EPHEM_MATCH,1.891293380,0,0.3730,5.67700,3.38E+01,0.005274,0.07934,LS+MCMC,0.42,0.0267,81.30,1152.0,416.87,2.466000,q1_q17_dr25_koi,15.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4986.00,4.558,-0.2400,0.7330,0.7090,,q1_q17_dr25_stellar,290.289550,37.888168
2570767,K06280.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,CENT_CROWDED---HALO_GHOST---EPHEM_MATCH,1.891244530,0,0.7340,5.08000,3.1E+01,0.005493,0.05077,LS+MCMC,1.19,0.0272,69.79,2200.0,5537.41,2.125000,q1_q17_dr25_koi,19.40,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5850.00,3.720,-1.9200,1.9770,0.7490,,q1_q17_dr25_stellar,290.330020,37.891029
2570773,K04376.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET---EPHEM_MATCH,1.891285100,0,1.2160,6.18200,1.2234E+03,0.258518,0.01599,LS+MCMC,19.96,0.0270,32.77,1061.0,299.44,1.446000,q1_q17_dr25_koi,25.70,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4700.00,4.605,0.0000,0.7070,0.7340,,q1_q17_dr25_stellar,290.330720,37.882092
2571075,K06281.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,1,q1_q17_dr25_sup_koi,LPP_ALT_TOO_HIGH---EYEBALL---CLEAR_APO---TOO_FEW_QUARTERS---PARENT_IS_UZ-Lyr-pri,1.891342010,0,0.2376,4.67400,1.289E+02,0.010370,0.15731,MCMC,0.92,0.0289,85.37,1325.0,729.42,3.098000,q1_q17_dr24_koi,8.90,1,1,q1_q17_dr24_tce,Mandel and Agol (2002 ApJ 580 171),,5658.00,4.567,-0.2200,0.8150,0.8950,,stellar_q1_q17,290.387390,37.820290
2571238,K00084.01,Kepler-19 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,9.286964466,0,0.0040,3.36490,6.917E+02,0.023784,2.20846,LS+MCMC,2.10,0.0835,89.99,762.0,79.68,21.594000,q1_q17_dr25_koi,251.90,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5546.00,4.575,-0.1400,0.8100,0.9070,,q1_q17_dr25_stellar,290.420810,37.851799
2572029,K04581.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.005996600,0,0.1350,3.09600,3.92E+01,0.005742,1.69412,LS+MCMC,0.73,0.0658,89.48,1130.0,385.87,14.780000,q1_q17_dr25_koi,7.80,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6103.00,4.331,-0.0400,1.1600,1.0500,,q1_q17_dr25_stellar,290.608060,37.801891
2573056,K02648.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET,0.631795416,0,0.4330,1.07030,1.452E+02,0.011358,3.45722,LS+MCMC,1.88,0.0155,84.05,2797.0,14547.08,4.180000,q1_q17_dr25_koi,24.70,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6414.00,4.173,-0.0400,1.5190,1.2560,,q1_q17_dr25_stellar,290.847140,37.864052
2573108,K03217.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,0,q1_q17_dr25_sup_koi,LPP_DV,5.095060000,0,0.6910,5.73000,2.36E+01,0.004733,0.09204,LS+MCMC,2.14,0.0717,82.09,2247.0,6030.14,5.020000,q1_q17_dr25_koi,7.60,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6700.00,3.480,-0.1000,4.1460,1.8930,,q1_q17_dr25_stellar,290.861540,37.885422
2574201,K01025.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---CENT_KIC_POS---HALO_GHOST,37.478349200,0,1.1610,5.31700,1.4679E+03,0.209206,0.08268,LS+MCMC,10.05,0.1692,86.37,262.0,1.12,18.310000,q1_q17_dr25_koi,18.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,3687.00,4.813,-0.2000,0.4400,0.4590,,q1_q17_dr25_stellar,291.108460,37.857792
2574338,K01030.01,Kepler-1733 b,CONFIRMED,Done,CANDIDATE,0.9970,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,9.229613840,0,0.0670,2.23500,4.921E+02,0.020371,7.35865,LS+MCMC,2.79,0.0933,89.88,1021.0,257.11,32.120000,q1_q17_dr25_koi,19.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6320.00,4.347,0.2400,1.2520,1.2730,,q1_q17_dr25_stellar,291.138490,37.859299
2574543,K04947.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,6.702580070,0,1.2370,4.63200,8.59E+02,0.270334,0.01726,LS+MCMC,403.01,0.0881,68.98,2635.0,11398.60,3.450000,q1_q17_dr25_koi,23.00,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4799.00,2.475,-0.1800,13.6520,2.0310,,q1_q17_dr25_stellar,291.187620,37.853500
2576107,K03709.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,205.583330900,0,1.2150,6.03530,2.4872E+04,0.427207,3.32051,LS+MCMC,42.69,0.6826,89.64,323.0,2.58,195.000000,q1_q17_dr25_koi,216.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6328.00,4.516,-0.5000,0.9150,1.0000,,q1_q17_dr25_stellar,291.523130,37.887642
